id,firstname,surname,share,year,category
181,Fritz,Pregl,1,1923,chemistry
593,William Butler,Yeats,1,1923,literature
28,Robert A.,Millikan,1,1923,physics
313,Frederick G.,Banting,2,1923,medicine
314,John,Macleod,2,1923,medicine
180,Francis W.,Aston,1,1922,chemistry
592,Jacinto,Benavente,1,1922,literature
487,Fridtjof,Nansen,1,1922,peace
27,Niels,Bohr,1,1922,physics
311,Archibald V.,Hill,2,1922,medicine
312,Otto,Meyerhof,2,1922,medicine
179,Frederick,Soddy,1,1921,chemistry
590,Anatole,France,1,1921,literature
485,Hjalmar,Branting,2,1921,peace
486,Christian,Lange,2,1921,peace
26,Albert,Einstein,1,1921,physics
178,Walther,Nernst,1,1920,chemistry
589,Knut,Hamsun,1,1920,literature
484,Léon,Bourgeois,1,1920,peace
25,Charles Edouard,Guillaume,1,1920,physics
310,August,Krogh,1,1920,medicine
588,Carl,Spitteler,1,1919,literature
483,Woodrow,Wilson,1,1919,peace
24,Johannes,Stark,1,1919,physics
309,Jules,Bordet,1,1919,medicine
177,Fritz,Haber,1,1918,chemistry
23,Max,Planck,1,1918,physics
586,Karl,Gjellerup,2,1917,literature
587,Henrik,Pontoppidan,2,1917,literature
482,International Committee of the Red Cross,,1,1917,peace
22,Charles Glover,Barkla,1,1917,physics
585,Verner,von Heidenstam,1,1916,literature
176,Richard,Willstätter,1,1915,chemistry
584,Romain,Rolland,1,1915,literature
20,William,Bragg,2,1915,physics
21,Lawrence,Bragg,2,1915,physics
175,Theodore W.,Richards,1,1914,chemistry
19,Max,von Laue,1,1914,physics
308,Robert,Bárány,1,1914,medicine
174,Alfred,Werner,1,1913,chemistry
583,Rabindranath,Tagore,1,1913,literature
481,Henri,La Fontaine,1,1913,peace
18,Heike,Kamerlingh Onnes,1,1913,physics
307,Charles,Richet,1,1913,medicine
172,Victor,Grignard,2,1912,chemistry
173,Paul,Sabatier,2,1912,chemistry
582,Gerhart,Hauptmann,1,1912,literature
480,Elihu,Root,1,1912,peace
17,Gustaf,Dalén,1,1912,physics
306,Alexis,Carrel,1,1912,medicine
6,Marie,Curie,1,1911,chemistry
581,Maurice,Maeterlinck,1,1911,literature
478,Tobias,Asser,2,1911,peace
479,Alfred,Fried,2,1911,peace
16,Wilhelm,Wien,1,1911,physics
305,Allvar,Gullstrand,1,1911,medicine
169,Otto,Wallach,1,1910,chemistry
580,Paul,Heyse,1,1910,literature
477,Permanent International Peace Bureau,,1,1910,peace
15,Johannes Diderik,van der Waals,1,1910,physics
304,Albrecht,Kossel,1,1910,medicine
168,Wilhelm,Ostwald,1,1909,chemistry
579,Selma,Lagerlöf,1,1909,literature
475,Auguste,Beernaert,2,1909,peace
476,Paul Henri,d'Estournelles de Constant,2,1909,peace
13,Guglielmo,Marconi,2,1909,physics
14,Ferdinand,Braun,2,1909,physics
303,Theodor,Kocher,1,1909,medicine
167,Ernest,Rutherford,1,1908,chemistry
578,Rudolf,Eucken,1,1908,literature
473,Klas Pontus,Arnoldson,2,1908,peace
474,Fredrik,Bajer,2,1908,peace
12,Gabriel,Lippmann,1,1908,physics
301,Ilya,Mechnikov,2,1908,medicine
302,Paul,Ehrlich,2,1908,medicine
166,Eduard,Buchner,1,1907,chemistry
577,Rudyard,Kipling,1,1907,literature
471,Ernesto Teodoro,Moneta,2,1907,peace
472,Louis,Renault,2,1907,peace
11,Albert A.,Michelson,1,1907,physics
300,Alphonse,Laveran,1,1907,medicine
165,Henri,Moissan,1,1906,chemistry
576,Giosuè,Carducci,1,1906,literature
470,Theodore,Roosevelt,1,1906,peace
10,J.J.,Thomson,1,1906,physics
298,Camillo,Golgi,2,1906,medicine
299,Santiago,Ramón y Cajal,2,1906,medicine
164,Adolf,von Baeyer,1,1905,chemistry
575,Henryk,Sienkiewicz,1,1905,literature
468,Bertha,von Suttner,1,1905,peace
9,Philipp,Lenard,1,1905,physics
297,Robert,Koch,1,1905,medicine
163,Sir William,Ramsay,1,1904,chemistry
573,Frédéric,Mistral,2,1904,literature
574,José,Echegaray,2,1904,literature
467,Institute of International Law,,1,1904,peace
8,Lord,Rayleigh,1,1904,physics
296,Ivan,Pavlov,1,1904,medicine
162,Svante,Arrhenius,1,1903,chemistry
572,Bjørnstjerne,Bjørnson,1,1903,literature
466,Randal,Cremer,1,1903,peace
4,Henri,Becquerel,2,1903,physics
5,Pierre,Curie,4,1903,physics
6,Marie,Curie,4,1903,physics
295,Niels Ryberg,Finsen,1,1903,medicine
161,Emil,Fischer,1,1902,chemistry
571,Theodor,Mommsen,1,1902,literature
464,Élie,Ducommun,2,1902,peace
465,Albert,Gobat,2,1902,peace
2,Hendrik A.,Lorentz,2,1902,physics
3,Pieter,Zeeman,2,1902,physics
294,Ronald,Ross,1,1902,medicine
160,Jacobus H.,van 't Hoff,1,1901,chemistry
569,Sully,Prudhomme,1,1901,literature
462,Henry,Dunant,2,1901,peace
463,Frédéric,Passy,2,1901,peace
1,Wilhelm Conrad,Röntgen,1,1901,physics
293,Emil,von Behring,1,1901,medicine
